EarNum,MeaDate,Weight,AgeDays,BirWei,Sex,Breed,LittleSize,Lactation,DaysInMilk,ReproStatus,Seasonality,BirthDate,YeanDate
0007NU188375,2018-09-20,39.0,253.0,3.3,1.0,NU,2.0,3.0,-1.0,未配種,9,2018-01-10,
0007NU188378,2018-09-20,38.0,239.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,9,2018-01-24,
0007NU188380,2018-09-20,29.0,236.0,3.6,1.0,NU,4.0,3.0,-1.0,未配種,9,2018-01-27,
0007NU188384,2018-09-20,33.0,236.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,9,2018-01-27,
0007NU188385,2018-09-20,36.0,236.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,9,2018-01-27,
0007NU188386,2018-09-20,32.0,235.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,9,2018-01-28,
0007NU189279,2018-09-20,48.0,262.0,3.1,3.0,NU,2.0,3.0,-1.0,未配種,9,2018-01-01,
0007NU189283,2018-09-20,53.0,251.0,4.1,3.0,NU,3.0,3.0,-1.0,未配種,9,2018-01-12,
0007NU189284,2018-09-20,44.0,251.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,9,2018-01-12,
0007NU189286,2018-09-20,41.0,251.0,4.4,3.0,NU,2.0,3.0,-1.0,未配種,9,2018-01-12,
0007NU189288,2018-09-20,40.0,250.0,3.3,3.0,NU,2.0,3.0,-1.0,未配種,9,2018-01-13,
0007NU189289,2018-09-20,41.0,250.0,4.0,3.0,NU,2.0,3.0,-1.0,未配種,9,2018-01-13,
0007NU189290,2018-09-20,30.0,230.0,3.7,1.0,NU,2.0,3.0,-1.0,未配種,9,2018-02-02,
0007NU170329,2018-10-17,50.0,319.0,4.5,3.0,NU,2.0,3.0,-1.0,未配種,10,2017-12-02,
0007NU181303,2018-10-17,34.0,268.0,2.9,1.0,NU,3.0,3.0,-1.0,未配種,10,2018-01-22,
0007NU182234,2018-10-17,34.0,276.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-14,
0007NU183286,2018-10-17,48.0,256.0,4.2,1.0,NU,3.0,3.0,-1.0,未配種,10,2018-02-03,
0007NU174363,2018-10-17,40.0,349.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,10,2017-11-02,
0007NU174369,2018-10-17,42.0,323.0,3.2,1.0,NU,2.0,3.0,-1.0,未配種,10,2017-11-28,
0007NU184378,2018-10-17,55.0,276.0,4.2,3.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-14,
0007NU184379,2018-10-17,45.0,275.0,4.1,1.0,NU,1.0,3.0,-1.0,未配種,10,2018-01-15,
0007NU184380,2018-10-17,37.0,273.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-17,
0007NU186281,2018-10-17,47.0,269.0,4.0,1.0,NU,3.0,3.0,-1.0,未配種,10,2018-01-21,
0007NU186284,2018-10-17,45.0,268.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,10,2018-01-22,
0007NU186290,2018-10-17,40.0,255.0,3.4,1.0,NU,3.0,3.0,-1.0,未配種,10,2018-02-04,
0007NU186293,2018-10-17,40.0,254.0,3.7,1.0,NU,3.0,3.0,-1.0,未配種,10,2018-02-05,
0007NU188373,2018-10-17,48.0,285.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-05,
0007NU188374,2018-10-17,40.0,280.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-10,
0007NU188375,2018-10-17,43.0,280.0,3.3,1.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-10,
0007NU188378,2018-10-17,41.0,266.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-24,
0007NU188380,2018-10-17,32.0,263.0,3.6,1.0,NU,4.0,3.0,-1.0,未配種,10,2018-01-27,
0007NU188384,2018-10-17,37.0,263.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-27,
0007NU188385,2018-10-17,40.0,263.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-27,
0007NU188386,2018-10-17,38.0,262.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-28,
0007NU189279,2018-10-17,54.0,289.0,3.1,3.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-01,
0007NU189283,2018-10-17,55.0,278.0,4.1,3.0,NU,3.0,3.0,-1.0,未配種,10,2018-01-12,
0007NU189284,2018-10-17,50.0,278.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,10,2018-01-12,
0007NU189286,2018-10-17,47.0,278.0,4.4,3.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-12,
0007NU189288,2018-10-17,46.0,277.0,3.3,3.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-13,
0007NU189289,2018-10-17,49.0,277.0,4.0,3.0,NU,2.0,3.0,-1.0,未配種,10,2018-01-13,
0007NU189290,2018-10-17,37.0,257.0,3.7,1.0,NU,2.0,3.0,-1.0,未配種,10,2018-02-02,
0007NU170329,2018-11-21,58.6,354.0,4.5,3.0,NU,2.0,3.0,-1.0,未配種,11,2017-12-02,
0007NU181303,2018-11-21,37.7,303.0,2.9,1.0,NU,3.0,3.0,-1.0,未配種,11,2018-01-22,
0007NU182234,2018-11-21,41.7,311.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-14,
0007NU183286,2018-11-21,53.1,291.0,4.2,1.0,NU,3.0,3.0,-1.0,未配種,11,2018-02-03,
0007NU174363,2018-11-21,43.4,384.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,11,2017-11-02,
0007NU174369,2018-11-21,47.7,358.0,3.2,1.0,NU,2.0,3.0,-1.0,未配種,11,2017-11-28,
0007NU184378,2018-11-21,62.9,311.0,4.2,3.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-14,
0007NU184379,2018-11-21,50.5,310.0,4.1,1.0,NU,1.0,3.0,-1.0,未配種,11,2018-01-15,
0007NU184380,2018-11-21,42.5,308.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-17,
0007NU186281,2018-11-21,52.7,304.0,4.0,1.0,NU,3.0,3.0,-1.0,未配種,11,2018-01-21,
0007NU186284,2018-11-21,53.6,303.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,11,2018-01-22,
0007NU186290,2018-11-21,44.2,290.0,3.4,1.0,NU,3.0,3.0,-1.0,未配種,11,2018-02-04,
0007NU186293,2018-11-21,49.7,289.0,3.7,1.0,NU,3.0,3.0,-1.0,未配種,11,2018-02-05,
0007NU188373,2018-11-21,53.8,320.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-05,
0007NU188374,2018-11-21,44.2,315.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-10,
0007NU188375,2018-11-21,45.9,315.0,3.3,1.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-10,
0007NU188378,2018-11-21,49.9,301.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-24,
0007NU188380,2018-11-21,37.8,298.0,3.6,1.0,NU,4.0,3.0,-1.0,未配種,11,2018-01-27,
0007NU188384,2018-11-21,45.2,298.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-27,
0007NU188385,2018-11-21,47.6,298.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-27,
0007NU188386,2018-11-21,44.5,297.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-28,
0007NU189279,2018-11-21,63.7,324.0,3.1,3.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-01,
0007NU189283,2018-11-21,65.4,313.0,4.1,3.0,NU,3.0,3.0,-1.0,未配種,11,2018-01-12,
0007NU189284,2018-11-21,57.4,313.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,11,2018-01-12,
0007NU189286,2018-11-21,53.3,313.0,4.4,3.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-12,
0007NU189288,2018-11-21,53.7,312.0,3.3,3.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-13,
0007NU189289,2018-11-21,56.1,312.0,4.0,3.0,NU,2.0,3.0,-1.0,未配種,11,2018-01-13,
0007NU189290,2018-11-21,43.3,292.0,3.7,1.0,NU,2.0,3.0,-1.0,未配種,11,2018-02-02,
0007NU170329,2018-12-20,63.8,383.0,4.5,3.0,NU,2.0,3.0,-1.0,未配種,12,2017-12-02,
0007NU181303,2018-12-20,43.0,332.0,2.9,1.0,NU,3.0,3.0,-1.0,未配種,12,2018-01-22,
0007NU182234,2018-12-20,52.4,340.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-14,
0007NU183286,2018-12-20,59.9,320.0,4.2,1.0,NU,3.0,3.0,-1.0,未配種,12,2018-02-03,
0007NU174363,2018-12-20,48.5,413.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,12,2017-11-02,
0007NU174369,2018-12-20,54.8,387.0,3.2,1.0,NU,2.0,3.0,-1.0,未配種,12,2017-11-28,
0007NU184378,2018-12-20,72.3,340.0,4.2,3.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-14,
0007NU184379,2018-12-20,53.5,339.0,4.1,1.0,NU,1.0,3.0,-1.0,未配種,12,2018-01-15,
0007NU184380,2018-12-20,48.5,337.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-17,
0007NU186281,2018-12-20,54.6,333.0,4.0,1.0,NU,3.0,3.0,-1.0,未配種,12,2018-01-21,
0007NU186284,2018-12-20,60.2,332.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,12,2018-01-22,
0007NU186290,2018-12-20,48.7,319.0,3.4,1.0,NU,3.0,3.0,-1.0,未配種,12,2018-02-04,
0007NU186293,2018-12-20,53.5,318.0,3.7,1.0,NU,3.0,3.0,-1.0,未配種,12,2018-02-05,
0007NU188373,2018-12-20,58.6,349.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-05,
0007NU188374,2018-12-20,46.8,344.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-10,
0007NU188375,2018-12-20,52.9,344.0,3.3,1.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-10,
0007NU188378,2018-12-20,52.5,330.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-24,
0007NU188380,2018-12-20,43.2,327.0,3.6,1.0,NU,4.0,3.0,-1.0,未配種,12,2018-01-27,
0007NU188384,2018-12-20,49.7,327.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-27,
0007NU188385,2018-12-20,52.4,327.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-27,
0007NU188386,2018-12-20,50.0,326.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-28,
0007NU189279,2018-12-20,70.6,353.0,3.1,3.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-01,
0007NU189283,2018-12-20,69.8,342.0,4.1,3.0,NU,3.0,3.0,-1.0,未配種,12,2018-01-12,
0007NU189284,2018-12-20,59.6,342.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,12,2018-01-12,
0007NU189286,2018-12-20,65.3,342.0,4.4,3.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-12,
0007NU189288,2018-12-20,59.1,341.0,3.3,3.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-13,
0007NU189289,2018-12-20,62.7,341.0,4.0,3.0,NU,2.0,3.0,-1.0,未配種,12,2018-01-13,
0007NU189290,2018-12-20,45.9,321.0,3.7,1.0,NU,2.0,3.0,-1.0,未配種,12,2018-02-02,
0007NU170329,2019-01-16,68.8,410.0,4.5,3.0,NU,2.0,3.0,-1.0,未配種,1,2017-12-02,
0007NU181303,2019-01-16,46.4,359.0,2.9,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-22,
0007NU182234,2019-01-16,56.3,367.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-14,
0007NU183286,2019-01-16,65.5,347.0,4.2,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-02-03,
0007NU174363,2019-01-16,50.9,440.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,1,2017-11-02,
0007NU174369,2019-01-16,56.0,414.0,3.2,1.0,NU,2.0,3.0,-1.0,未配種,1,2017-11-28,
0007NU184378,2019-01-16,73.8,367.0,4.2,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-14,
0007NU184379,2019-01-16,59.0,366.0,4.1,1.0,NU,1.0,3.0,-1.0,未配種,1,2018-01-15,
0007NU184380,2019-01-16,51.7,364.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-17,
0007NU186281,2019-01-16,57.1,360.0,4.0,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-21,
0007NU186284,2019-01-16,65.7,359.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-22,
0007NU186290,2019-01-16,51.7,346.0,3.4,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-02-04,
0007NU186293,2019-01-16,58.9,345.0,3.7,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-02-05,
0007NU188373,2019-01-16,62.1,376.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-05,
0007NU188374,2019-01-16,48.4,371.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-10,
0007NU188375,2019-01-16,54.0,371.0,3.3,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-10,
0007NU188378,2019-01-16,55.6,357.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-24,
0007NU188380,2019-01-16,44.8,354.0,3.6,1.0,NU,4.0,3.0,-1.0,未配種,1,2018-01-27,
0007NU188384,2019-01-16,53.2,354.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-27,
0007NU188385,2019-01-16,51.7,354.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-27,
0007NU188386,2019-01-16,53.9,353.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-28,
0007NU189279,2019-01-16,75.7,380.0,3.1,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-01,
0007NU189283,2019-01-16,70.6,369.0,4.1,3.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-12,
0007NU189284,2019-01-16,68.8,369.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-12,
0007NU189286,2019-01-16,68.8,369.0,4.4,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-12,
0007NU189288,2019-01-16,58.7,368.0,3.3,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-13,
0007NU189289,2019-01-16,65.5,368.0,4.0,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-13,
0007NU189290,2019-01-16,50.2,348.0,3.7,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-02-02,
0007NU170329,2019-01-24,69.0,418.0,4.5,3.0,NU,2.0,3.0,-1.0,未配種,1,2017-12-02,
0007NU181303,2019-01-24,47.5,367.0,2.9,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-22,
0007NU182234,2019-01-24,58.2,375.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-14,
0007NU183286,2019-01-24,66.0,355.0,4.2,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-02-03,
0007NU174363,2019-01-24,52.2,448.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,1,2017-11-02,
0007NU174369,2019-01-24,58.0,422.0,3.2,1.0,NU,2.0,3.0,-1.0,未配種,1,2017-11-28,
0007NU184378,2019-01-24,55.4,375.0,4.2,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-14,
0007NU184379,2019-01-24,60.3,374.0,4.1,1.0,NU,1.0,3.0,-1.0,未配種,1,2018-01-15,
0007NU184380,2019-01-24,53.0,372.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-17,
0007NU186281,2019-01-24,58.8,368.0,4.0,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-21,
0007NU186284,2019-01-24,65.4,367.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-22,
0007NU186290,2019-01-24,52.2,354.0,3.4,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-02-04,
0007NU186293,2019-01-24,60.0,353.0,3.7,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-02-05,
0007NU188373,2019-01-24,62.4,384.0,4.1,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-05,
0007NU188374,2019-01-24,49.7,379.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-10,
0007NU188375,2019-01-24,58.2,379.0,3.3,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-10,
0007NU188378,2019-01-24,56.6,365.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-24,
0007NU188380,2019-01-24,46.8,362.0,3.6,1.0,NU,4.0,3.0,-1.0,未配種,1,2018-01-27,
0007NU188384,2019-01-24,51.6,362.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-27,
0007NU188385,2019-01-24,54.3,362.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-27,
0007NU188386,2019-01-24,54.0,361.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-28,
0007NU189279,2019-01-24,77.4,388.0,3.1,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-01,
0007NU189283,2019-01-24,73.0,377.0,4.1,3.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-12,
0007NU189284,2019-01-24,69.8,377.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,1,2018-01-12,
0007NU189286,2019-01-24,68.3,377.0,4.4,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-12,
0007NU189288,2019-01-24,58.4,376.0,3.3,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-13,
0007NU189289,2019-01-24,66.6,376.0,4.0,3.0,NU,2.0,3.0,-1.0,未配種,1,2018-01-13,
0007NU189290,2019-01-24,51.0,356.0,3.7,1.0,NU,2.0,3.0,-1.0,未配種,1,2018-02-02,
0007NU183295,2019-03-10,50.0,356.0,3.6,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-03-19,
0007NU183290,2019-03-15,55.0,384.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-02-24,
0007NU188421,2019-03-15,19.0,103.0,3.3,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-02,
0007NU188422,2019-03-15,28.0,102.0,4.4,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-03,
0007NU188423,2019-03-15,24.0,102.0,4.0,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-03,
0007NU181339,2019-03-15,21.0,120.0,3.3,2.0,NU,3.0,3.0,-1.0,未配種,3,2018-11-15,
0007NU181363,2019-03-15,21.0,83.0,3.7,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-22,
0007NU181367,2019-03-15,19.0,80.0,4.3,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-25,
0007NU181368,2019-03-15,15.0,80.0,4.4,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-25,
0007NU181370,2019-03-15,17.0,78.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-27,
0007NU181371,2019-03-15,17.0,78.0,3.3,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-27,
0007NU181364,2019-03-15,16.0,81.0,3.7,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-24,
0007NU181365,2019-03-15,16.0,81.0,3.9,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-24,
0007NU181366,2019-03-15,14.0,81.0,3.5,2.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-24,
0007NU183322,2019-03-15,24.0,87.0,4.0,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-18,
0007NU183321,2019-03-15,22.0,94.0,2.8,2.0,NU,3.0,1.0,-1.0,懷孕,3,2018-12-11,2021-01-03
0007NU183317,2019-03-15,20.5,126.0,3.9,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-11-09,
0007NU186322,2019-03-15,20.0,79.0,3.1,1.0,NU,4.0,3.0,-1.0,未配種,3,2018-12-26,
0007NU186323,2019-03-15,16.0,79.0,2.7,2.0,NU,4.0,3.0,-1.0,未配種,3,2018-12-26,
0007NU186320,2019-03-15,24.0,79.0,4.5,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-26,
0007NU186326,2019-03-15,18.0,77.0,4.3,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-28,
0007NU186329,2019-03-15,22.0,76.0,3.7,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-29,
0007NU186328,2019-03-15,12.0,77.0,3.5,2.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-28,
0007NU186327,2019-03-15,19.0,77.0,3.8,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-28,
0007NU182257,2019-03-15,19.5,82.0,3.8,2.0,NU,1.0,1.0,-1.0,懷孕,3,2018-12-23,2021-01-01
0007NU182256,2019-03-15,21.0,86.0,4.2,2.0,NU,2.0,1.0,-1.0,懷孕,3,2018-12-19,2020-12-26
0007NU181349,2019-03-15,24.8,103.0,4.0,2.0,NU,1.0,1.0,-1.0,懷孕,3,2018-12-02,2021-01-01
0007NU181358,2019-03-15,20.3,85.0,3.5,2.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-20,
0007NU181347,2019-03-15,21.3,105.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-11-30,
0007NU181342,2019-03-15,20.0,106.0,3.3,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-11-29,
0007NU181343,2019-03-15,20.7,106.0,3.4,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-11-29,
0007NU181359,2019-03-15,17.6,85.0,3.7,2.0,NU,2.0,2.0,-1.0,懷孕,3,2018-12-20,2022-01-19
0007NU181360,2019-03-15,14.2,85.0,3.8,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-20,
0007NU181354,2019-03-15,12.8,89.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-16,
0007NU181369,2019-03-15,20.0,83.0,3.5,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-22,
0007NU181345,2019-03-15,22.0,105.0,3.0,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-11-30,
0007NU181346,2019-03-15,27.3,105.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-11-30,
0007NU181340,2019-03-15,25.6,112.0,3.9,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-11-23,
0007NU182253,2019-03-15,24.0,101.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-04,
0007NU184409,2019-03-15,18.9,100.0,3.2,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-05,
0007NU184410,2019-03-15,20.6,100.0,3.3,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-05,
0007NU184413,2019-03-15,19.4,94.0,3.4,3.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-11,
0007NU185075,2019-03-15,22.0,101.0,4.3,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-04,
0007NU185076,2019-03-15,15.2,101.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-04,
0007NU185078,2019-03-15,23.2,100.0,3.9,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-05,
0007NU185079,2019-03-15,18.2,100.0,3.5,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-05,
0007NU185080,2019-03-15,22.0,100.0,4.0,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-05,
0007NU185073,2019-03-15,18.6,102.0,3.6,2.0,NU,1.0,3.0,-1.0,未配種,3,2018-12-03,
0007NU185074,2019-03-15,23.0,101.0,3.5,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-04,
0007NU186319,2019-03-15,20.3,99.0,4.0,2.0,NU,1.0,3.0,-1.0,未配種,3,2018-12-06,
0007NU189335,2019-03-15,25.2,99.0,4.0,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-06,
0007NU188434,2019-03-15,30.2,97.0,5.0,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-08,
0007NU188416,2019-03-15,28.6,141.0,3.4,1.0,NU,4.0,3.0,-1.0,未配種,3,2018-10-25,
0007NU188435,2019-03-15,18.0,97.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-08,
0007NU188419,2019-03-15,26.4,117.0,5.1,1.0,NU,1.0,3.0,-1.0,未配種,3,2018-11-18,
0007NU188432,2019-03-15,14.0,99.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-06,
0007NU188433,2019-03-15,12.4,99.0,3.6,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-06,
0007NU188429,2019-03-15,23.5,101.0,2.9,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-04,
0007NU188426,2019-03-15,26.6,101.0,4.3,1.0,NU,3.0,3.0,-1.0,未配種,3,2018-12-04,
0007NU188424,2019-03-15,15.8,102.0,4.4,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-03,
0007NU189330,2019-03-15,26.8,105.0,4.1,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-11-30,
0007NU189337,2019-03-15,19.0,76.0,4.6,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-29,
0007NU189338,2019-03-15,19.6,76.0,4.9,1.0,NU,2.0,3.0,-1.0,未配種,3,2018-12-29,
0007NU189334,2019-03-15,20.4,102.0,3.5,2.0,NU,1.0,1.0,-1.0,懷孕,3,2018-12-03,2021-01-02
0007NU181315,2019-03-30,47.0,369.0,2.8,2.0,NU,2.0,3.0,-1.0,未配種,3,2018-03-26,
0007NU181361,2019-04-14,50.0,401.0,3.8,1.0,NU,2.0,3.0,-1.0,未配種,4,2018-03-09,
0007NU199345,2019-04-27,22.0,86.0,4.3,1.0,NU,2.0,3.0,-1.0,未配種,4,2019-01-31,
0007NU199347,2019-04-27,19.0,78.0,4.2,1.0,NU,2.0,3.0,-1.0,未配種,4,2019-02-08,
0007NU199348,2019-04-27,19.0,78.0,4.2,1.0,NU,2.0,3.0,-1.0,未配種,4,2019-02-08,
0007NU199341,2019-04-27,25.0,113.0,3.7,1.0,NU,1.0,3.0,-1.0,未配種,4,2019-01-04,
0007NU188435,2019-04-27,16.0,140.0,3.7,2.0,NU,2.0,3.0,-1.0,未配種,4,2018-12-08,
0007NU198439,2019-04-27,21.0,98.0,3.8,1.0,NU,3.0,3.0,-1.0,未配種,4,2019-01-19,
0007NU198440,2019-04-27,19.0,98.0,3.8,1.0,NU,3.0,3.0,-1.0,未配種,4,2019-01-19,
0007NU196337,2019-04-27,17.0,92.0,3.6,1.0,NU,2.0,3.0,-1.0,未配種,4,2019-01-25,
0007NU192258,2019-04-27,24.0,100.0,3.5,1.0,NU,2.0,3.0,-1.0,未配種,4,2019-01-17,
0007NU192259,2019-04-27,24.0,100.0,4.0,1.0,NU,2.0,3.0,-1.0,未配種,4,2019-01-17,
0007NU194418,2019-04-27,17.0,88.0,3.8,2.0,NU,2.0,3.0,-1.0,未配種,4,2019-01-29,
0007FX197245,2019-04-27,24.0,91.0,4.7,2.0,Fx,1.0,1.0,-1.0,懷孕,4,2019-01-26,2021-04-11
